A1;Codigouf;Codigomunicipio;Nome;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60
4217600;42;17600;SIDEROPOLIS;Secretaria municipal em conjunto com outras políticas;Ensino médio incompleto;Não;-;-;Sim;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4217709;42;17709;SOMBRIO;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2010;Não foi atualizado;-;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;1990;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-
4217758;42;17758;SUL BRASIL;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Não;-;Sim, com legislação específica;1998;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4217808;42;17808;TAIO;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2009;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1978;Sim, com legislação específica;1983;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2009;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1985;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4217907;42;17907;TANGARA;Setor subordinado diretamente ao chefe do Executivo;Ensino superior completo;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2002;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1999;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4217956;42;17956;TIGRINHOS;Setor subordinado diretamente ao chefe do Executivo;Ensino fundamental completo;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
4218004;42;18004;TIJUCAS;Secretaria municipal em conjunto com outras políticas;Ensino superior incompleto;Sim;2010;2013;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1990;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
4218103;42;18103;TIMBE DO SUL;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1969;Não;-;Não;-;Não;-;Sim, com legislação específica;1990;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218202;42;18202;TIMBO;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;1976;2015;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, com legislação específica;2015;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1998;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Não;-;Não;-;Não;-;Sim, com legislação específica;2011;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Não;-;Não;-
4218251;42;18251;TIMBO GRANDE;Não possui estrutura;-;Sim;2010;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218301;42;18301;TRES BARRAS;Setor subordinado a outra secretaria;Pós-graduação;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;1999;Não;-;Não;-;Sim, com legislação específica;1994;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218350;42;18350;TREVISO;Secretaria municipal exclusiva;Ensino superior completo;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2012;Sim, com legislação específica;2004;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2013
4218400;42;18400;TREZE DE MAIO;Setor subordinado a outra secretaria;Ensino superior completo;Sim;2008;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218509;42;18509;TREZE TILIAS;Não possui estrutura;-;Sim;2007;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2014;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2007;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Sim, com legislação específica;2014
4218608;42;18608;TROMBUDO CENTRAL;Secretaria municipal exclusiva;Ensino médio completo;Sim;2009;2014;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, com legislação específica;2015;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Sim, com legislação específica;1991;Não;-;Não;-;Sim, com legislação específica;2015;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218707;42;18707;TUBARAO;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2013;2013;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, com legislação específica;2013;Sim, com legislação específica;2013;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2013
4218756;42;18756;TUNAPOLIS;Secretaria municipal em conjunto com outras políticas;Ensino médio completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;1990;Sim, com legislação específica;1993;Não;-;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Sim, com legislação específica;2003;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218806;42;18806;TURVO;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Sim;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Sim, com legislação específica;1950;Não;-;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Sim, com legislação específica;2004;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218855;42;18855;UNIAO DO OESTE;Secretaria municipal em conjunto com outras políticas;Ensino fundamental completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2011;Sim, com legislação específica;2014;Sim, com legislação específica;2001;Não;-;Sim, com legislação específica;2001;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-
4218905;42;18905;URUBICI;Setor subordinado a outra secretaria;Ensino médio incompleto;Sim;2009;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2005;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1957;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-
4218954;42;18954;URUPEMA;Secretaria municipal em conjunto com outras políticas;Ensino fundamental completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;1991;Sim, com legislação específica;2014;Sim, com legislação específica;2014;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219002;42;19002;URUSSANGA;Secretaria municipal exclusiva;Pós-graduação;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1980;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1976;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4219101;42;19101;VARGEAO;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2003;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1977;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219150;42;19150;VARGEM;Secretaria municipal exclusiva;Ensino médio completo;Sim;2003;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1995;Sim, com legislação específica;2003;Sim, com legislação específica;2003;Não;-;Sim, com legislação específica;2005;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4219176;42;19176;VARGEM BONITA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2015;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, com legislação específica;1997;Sim, com legislação específica;1993;Não;-;Não;-;Sim, com legislação específica;1997;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219200;42;19200;VIDAL RAMOS;Não possui estrutura;-;Sim;2008;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2013;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219309;42;19309;VIDEIRA;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2006;Não foi atualizado;-;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, com legislação específica;2011;Sim, com legislação específica;2008;Sim, com legislação específica;2008;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2008;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219358;42;19358;VITOR MEIRELES;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2008;2010;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1991;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-
4219408;42;19408;WITMARSUM;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Sim;2013;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2001;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219507;42;19507;XANXERE;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;2013;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4219606;42;19606;XAVANTINA;Secretaria municipal exclusiva;Ensino fundamental completo;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;1983;Sim, com legislação específica;1982;Não;-;Não;-;Sim, com legislação específica;1971;Sim, com legislação específica;1982;Não;-;Sim, com legislação específica;1982;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4219705;42;19705;XAXIM;Secretaria municipal exclusiva;Ensino superior completo;Sim;2014;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;2015;Sim, com legislação específica;2015;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-
4219853;42;19853;ZORTEA;Setor subordinado a outra secretaria;Pós-graduação;Sim;2003;2013;-;Sim, com legislação específica;2003;Sim, com legislação específica;2003;Sim, com legislação específica;2013;Sim, com legislação específica;2003;Sim, com legislação específica;2003;Não;-;Sim, com legislação específica;1998;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2014;Não;-;Não;-;Não;-
4220000;42;20000;BALNEARIO RINCAO;Secretaria municipal em conjunto com outras políticas;Ensino fundamental incompleto;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;1996;Não;-;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300034;43;34;ACEGUA;Secretaria municipal exclusiva;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300059;43;59;AGUA SANTA;Setor subordinado diretamente ao chefe do Executivo;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2012;Sim, com legislação específica;2012;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;2013;Não;-;Não;-;Sim, com legislação específica;2004;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300109;43;109;AGUDO;Setor subordinado a outra secretaria;Ensino médio completo;Sim;2011;2015;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2002;Não;-;Sim, com legislação específica;2010;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2010;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2010
4300208;43;208;AJURICABA;Não possui estrutura;-;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;2010;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300307;43;307;ALECRIM;Setor subordinado a outra secretaria;Ensino superior completo;Sim;1969;1989;-;Não;-;Não;-;Sim, com legislação específica;2013;Sim, com legislação específica;1992;Sim, com legislação específica;1992;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Sim, com legislação específica;1971;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300406;43;406;ALEGRETE;Secretaria municipal em conjunto com outras políticas;Pós-graduação;Sim;2006;2011;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2000;Sim, com legislação específica;1981;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1979;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2015;Não;-;Sim, com legislação específica;2005;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-
4300455;43;455;ALEGRIA;Secretaria municipal exclusiva;Ensino superior completo;Sim;2012;2012;-;Não;-;Não;-;Sim, com legislação específica;2009;Sim, com legislação específica;1989;Sim, com legislação específica;2010;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1990;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1990;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300471;43;471;ALMIRANTE TAMANDARE DO SUL;Secretaria municipal em conjunto com outras políticas;Ensino superior completo;Não;-;-;Não;Não;-;Não;-;Sim, com legislação específica;2001;Não;-;Sim, com legislação específica;2001;Não;-;Sim, com legislação específica;2003;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2010
4300505;43;505;ALPESTRE;Não possui estrutura;-;Sim;2012;2013;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2012;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2003;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2012;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-
4300554;43;554;ALTO ALEGRE;Setor subordinado a outra secretaria;Ensino fundamental completo;Sim;2012;Não foi atualizado;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2001;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300570;43;570;ALTO FELIZ;Setor subordinado a outra secretaria;Ensino fundamental completo;Sim;2014;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1990;Sim, com legislação específica;1993;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2009;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1996;Sim, com legislação específica;2012;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1993;Não;-;Sim, como parte integrante do Plano Diretor;-
4300604;43;604;ALVORADA;Secretaria municipal exclusiva;Ensino superior completo;Sim;2000;2010;-;Sim, com legislação específica;2003;Sim, com legislação específica;2003;Sim, com legislação específica;2004;Sim, com legislação específica;2011;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1997;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1972;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Sim, com legislação específica;2003;Não;-;Não;-;Sim, com legislação específica;2003;Não;-;Não;-
4300638;43;638;AMARAL FERRADOR;Não possui estrutura;-;Sim;2012;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1989;Sim, com legislação específica;2006;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300646;43;646;AMETISTA DO SUL;Setor subordinado diretamente ao chefe do Executivo;Ensino médio incompleto;Não;-;-;Sim;Não;-;Não;-;Sim, com legislação específica;1995;Não;-;Não;-;Não;-;Sim, com legislação específica;1995;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2009
4300661;43;661;ANDRE DA ROCHA;Setor subordinado diretamente ao chefe do Executivo;Pós-graduação;Sim;1994;1996;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2001;Sim, com legislação específica;1994;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;1994;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2006;Não;-;Não;-
4300703;43;703;ANTA GORDA;Não possui estrutura;-;Sim;1971;Não foi atualizado;-;Não;-;Não;-;Sim, com legislação específica;1998;Sim, com legislação específica;1971;Sim, com legislação específica;1971;Não;-;Sim, com legislação específica;2002;Não;-;Não;-;Sim, com legislação específica;1971;Não;-;Não;-;Sim, com legislação específica;2015;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300802;43;802;ANTONIO PRADO;Secretaria municipal exclusiva;Ensino superior completo;Sim;2006;Não foi atualizado;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2006;Sim, com legislação específica;2002;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;1998;Não;-;Não;-;Sim, com legislação específica;2006;Não;-;Não;-;Sim, com legislação específica;2009;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-;Não;-
4300851;43;851;ARAMBARE;Setor subordinado diretamente ao chefe do Executivo;Ensino superior completo;Não;-;-;Não;Sim, com legislação específica;2015;Não;-;Sim, com legislação específica;2012;Sim, com legislação específica;2015;Sim, com legislação específica;2012;Sim, com legislação específica;1993;Sim, com legislação específica;2012;Não;-;Sim, com legislação específica;1995;Sim, com legislação específica;2012;Sim, com legislação específica;1993;Não;-;Não;-;Não;-;Sim, com legislação específica;1993;Não;-;Não;-;Não;-;Não;-;Sim, com legislação específica;2015
4300877;43;877;ARARICA;Secretaria municipal exclusiva;Ensino superior incompleto;Sim;2010;2010;-;Sim, como parte integrante do Plano Diretor;-;Sim, como parte integrante do Plano Diretor;-;Sim, com legislação específica;2011;Sim, com legislação específica;1997;Sim, como parte integrante do Plano Diretor;-;Não;-;Sim, com legislação específica;2010;Não;-;Sim, com legislação específica;2002;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-;Não;-;Não;-;Sim, como parte integrante do Plano Diretor;-;Não;-;Não;-;Não;-
